dataset,file_directory,file_name,key,duration
musicbench,data_aug2,-Gf4Ihv1zwc_3.wav,C#:major,28.7747912795142
musicbench,data_aug2,-Gf4Ihv1zwc_4.wav,C#:major,33.33392107300329
musicbench,data_aug2,-Gf4Ihv1zwc_5.wav,A#:major,45.86644178786087
musicbench,data_aug2,-Gf4Ihv1zwc_6.wav,B:major,45.86644178786087
musicbench,data_aug2,-Gf4Ihv1zwc_7.wav,C:major,45.86644178786087
musicbench,data_aug2,-Gf4Ihv1zwc_8.wav,D:major,45.86644178786087
musicbench,data_aug2,-Gf4Ihv1zwc_9.wav,D#:major,45.86644178786087
musicbench,data_aug2,-Gf4Ihv1zwc_10.wav,E:major,45.86644178786087
musicbench,data_aug2,-Gf4Ihv1zwc_11.wav,C#:major,45.86644178786087
musicbench,data_aug2,-IZbvEO9wzU_1.wav,B:major,15.95370267756932
musicbench,data_aug2,-IZbvEO9wzU_2.wav,B:major,18.539399325977477
musicbench,data_aug2,-IZbvEO9wzU_4.wav,B:major,18.160865289951875
musicbench,data_aug2,-IZbvEO9wzU_5.wav,G#:major,18.160865289951875
musicbench,data_aug2,-IZbvEO9wzU_6.wav,A:major,18.160865289951875
musicbench,data_aug2,-IZbvEO9wzU_7.wav,A#:major,18.160865289951875
musicbench,data_aug2,-IZbvEO9wzU_8.wav,C:major,18.160865289951875
musicbench,data_aug2,-IZbvEO9wzU_9.wav,C#:major,18.160865289951875
musicbench,data_aug2,-IZbvEO9wzU_10.wav,D:major,18.160865289951875
musicbench,data_aug2,-IZbvEO9wzU_11.wav,B:major,18.160865289951875
musicbench,data_aug2,-JvB5AL59fM_1.wav,G:major,29.567425084370495
musicbench,data_aug2,-JvB5AL59fM_2.wav,G:major,24.764443513324476
musicbench,data_aug2,-JvB5AL59fM_3.wav,G:major,21.688688954880075
musicbench,data_aug2,-JvB5AL59fM_4.wav,G:major,23.90888370679836
musicbench,data_aug2,-JvB5AL59fM_5.wav,E:major,23.90888370679836
musicbench,data_aug2,-JvB5AL59fM_6.wav,F:major,23.90888370679836
musicbench,data_aug2,-JvB5AL59fM_7.wav,F#:major,23.90888370679836
musicbench,data_aug2,-JvB5AL59fM_8.wav,G#:major,23.90888370679836
musicbench,data_aug2,-JvB5AL59fM_9.wav,A:major,23.90888370679836
musicbench,data_aug2,-JvB5AL59fM_10.wav,A#:major,23.90888370679836
musicbench,data_aug2,-JvB5AL59fM_11.wav,G:major,23.90888370679836
musicbench,data_aug2,-O9mnfC61Ac_2.wav,F#:major,13.171353081587004
musicbench,data_aug2,-O9mnfC61Ac_5.wav,D#:major,19.751314639133977
musicbench,data_aug2,-O9mnfC61Ac_6.wav,E:major,19.751314639133977
musicbench,data_aug2,-O9mnfC61Ac_7.wav,F:major,19.751314639133977
musicbench,data_aug2,-O9mnfC61Ac_8.wav,G:major,19.751314639133977
musicbench,data_aug2,-O9mnfC61Ac_9.wav,G#:major,19.751314639133977
musicbench,data_aug2,-O9mnfC61Ac_10.wav,A:major,19.751314639133977
musicbench,data_aug2,-O9mnfC61Ac_11.wav,F#:major,19.751314639133977
musicbench,data_aug2,-OUIEnuNd1I_1.wav,D:major,21.884422790492835
musicbench,data_aug2,-OUIEnuNd1I_2.wav,D:major,25.640209078635227
musicbench,data_aug2,-OUIEnuNd1I_3.wav,D:major,22.7444956409155
musicbench,data_aug2,-OUIEnuNd1I_4.wav,D:major,18.95729686080152
musicbench,data_aug2,-OUIEnuNd1I_5.wav,B:major,18.95729686080152
musicbench,data_aug2,-OUIEnuNd1I_6.wav,C:major,18.95729686080152
musicbench,data_aug2,-OUIEnuNd1I_7.wav,C#:major,18.95729686080152
musicbench,data_aug2,-OUIEnuNd1I_8.wav,D#:major,18.95729686080152
musicbench,data_aug2,-OUIEnuNd1I_9.wav,E:major,18.95729686080152
musicbench,data_aug2,-OUIEnuNd1I_10.wav,F:major,18.95729686080152
musicbench,data_aug2,-OUIEnuNd1I_11.wav,D:major,18.95729686080152
musicbench,data_aug2,-Q9MTRXS4bE_1.wav,A:minor,13.10300290807898
musicbench,data_aug2,-Q9MTRXS4bE_5.wav,F#:minor,19.28847769370466
musicbench,data_aug2,-Q9MTRXS4bE_6.wav,G:minor,19.28847769370466
musicbench,data_aug2,-Q9MTRXS4bE_7.wav,G#:minor,19.28847769370466
musicbench,data_aug2,-Q9MTRXS4bE_8.wav,A#:minor,19.28847769370466
musicbench,data_aug2,-Q9MTRXS4bE_9.wav,B:minor,19.28847769370466
musicbench,data_aug2,-Q9MTRXS4bE_10.wav,C:minor,19.28847769370466
musicbench,data_aug2,-Q9MTRXS4bE_11.wav,A:minor,19.28847769370466
musicbench,data_aug2,-QuWdnmn-kM_1.wav,C:major,13.531557987768409
musicbench,data_aug2,-QuWdnmn-kM_2.wav,C:major,19.74529249772759
musicbench,data_aug2,-QuWdnmn-kM_3.wav,C:major,15.833199675829269
musicbench,data_aug2,-QuWdnmn-kM_4.wav,C:major,18.17163205944428
musicbench,data_aug2,-QuWdnmn-kM_5.wav,A:major,18.17163205944428
musicbench,data_aug2,-QuWdnmn-kM_6.wav,A#:major,18.17163205944428
musicbench,data_aug2,-QuWdnmn-kM_7.wav,B:major,18.17163205944428
musicbench,data_aug2,-QuWdnmn-kM_8.wav,C#:major,18.17163205944428
musicbench,data_aug2,-QuWdnmn-kM_9.wav,D:major,18.17163205944428
musicbench,data_aug2,-QuWdnmn-kM_10.wav,D#:major,18.17163205944428
musicbench,data_aug2,-QuWdnmn-kM_11.wav,C:major,18.17163205944428
musicbench,data_aug2,-W5c6CeUMPE_1.wav,C:major,16.4505266067092
musicbench,data_aug2,-W5c6CeUMPE_2.wav,C:major,20.05809920728277
musicbench,data_aug2,-W5c6CeUMPE_3.wav,C:major,17.373572394750802
musicbench,data_aug2,-W5c6CeUMPE_4.wav,C:major,14.801371302993612
musicbench,data_aug2,-W5c6CeUMPE_5.wav,A:major,14.801371302993612
musicbench,data_aug2,-W5c6CeUMPE_6.wav,A#:major,14.801371302993612
musicbench,data_aug2,-W5c6CeUMPE_7.wav,B:major,14.801371302993612
musicbench,data_aug2,-W5c6CeUMPE_8.wav,C#:major,14.801371302993612
musicbench,data_aug2,-W5c6CeUMPE_9.wav,D:major,14.801371302993612
musicbench,data_aug2,-W5c6CeUMPE_10.wav,D#:major,14.801371302993612
musicbench,data_aug2,-W5c6CeUMPE_11.wav,C:major,14.801371302993612
musicbench,data_aug2,-YATTKBtmRA_1.wav,G:minor,16.94899190571884
musicbench,data_aug2,-YATTKBtmRA_2.wav,G:minor,18.65967976154239
musicbench,data_aug2,-YATTKBtmRA_3.wav,G:minor,21.61510831483382
musicbench,data_aug2,-YATTKBtmRA_4.wav,G:minor,15.089471579010873
musicbench,data_aug2,-YATTKBtmRA_5.wav,E:minor,26.2269386992468
musicbench,data_aug2,-YATTKBtmRA_6.wav,F:minor,26.2269386992468
musicbench,data_aug2,-YATTKBtmRA_7.wav,F#:minor,26.2269386992468
musicbench,data_aug2,-YATTKBtmRA_8.wav,G#:minor,26.2269386992468
musicbench,data_aug2,-YATTKBtmRA_9.wav,A:minor,26.2269386992468
musicbench,data_aug2,-YATTKBtmRA_10.wav,A#:minor,26.2269386992468
musicbench,data_aug2,-YATTKBtmRA_11.wav,G:minor,26.2269386992468
musicbench,data_aug2,-YIT4HBM__g_1.wav,E:major,22.28462260434641
musicbench,data_aug2,-YIT4HBM__g_2.wav,E:major,18.126820200397464
musicbench,data_aug2,-YIT4HBM__g_3.wav,E:major,22.03627887561867
musicbench,data_aug2,-YIT4HBM__g_4.wav,E:major,15.28097819526355
musicbench,data_aug2,-YIT4HBM__g_5.wav,C#:major,26.98262816607836
musicbench,data_aug2,-YIT4HBM__g_6.wav,D:major,26.98262816607836
musicbench,data_aug2,-YIT4HBM__g_7.wav,D#:major,26.98262816607836
musicbench,data_aug2,-YIT4HBM__g_8.wav,F:major,26.98262816607836
musicbench,data_aug2,-YIT4HBM__g_9.wav,F#:major,26.98262816607836
musicbench,data_aug2,-YIT4HBM__g_10.wav,G:major,26.98262816607836
musicbench,data_aug2,-YIT4HBM__g_11.wav,E:major,26.98262816607836
musicbench,data_aug2,-_OzT7Xyvok_1.wav,A:minor,16.258480625884403
musicbench,data_aug2,-_OzT7Xyvok_2.wav,A:minor,18.22784924051123
musicbench,data_aug2,-_OzT7Xyvok_3.wav,A:minor,11.231912299539031
musicbench,data_aug2,-_OzT7Xyvok_4.wav,A:minor,12.58771840610344
musicbench,data_aug2,-_OzT7Xyvok_5.wav,F#:minor,25.175436814038328
musicbench,data_aug2,-_OzT7Xyvok_6.wav,G:minor,25.175436814038328
musicbench,data_aug2,-_OzT7Xyvok_7.wav,G#:minor,25.175436814038328
musicbench,data_aug2,-_OzT7Xyvok_8.wav,A#:minor,25.175436814038328
musicbench,data_aug2,-_OzT7Xyvok_9.wav,B:minor,25.175436814038328
musicbench,data_aug2,-_OzT7Xyvok_10.wav,C:minor,25.175436814038328
musicbench,data_aug2,-_OzT7Xyvok_11.wav,A:minor,25.175436814038328
musicbench,data_aug2,-cLzki-B06o_1.wav,F:minor,18.60678098167964
musicbench,data_aug2,-cLzki-B06o_2.wav,F:minor,22.810930783800483
musicbench,data_aug2,-cLzki-B06o_3.wav,F:minor,19.5953618641609
musicbench,data_aug2,-cLzki-B06o_4.wav,F:minor,15.999125894624026
musicbench,data_aug2,-cLzki-B06o_5.wav,D:minor,15.999125894624026
musicbench,data_aug2,-cLzki-B06o_6.wav,D#:minor,15.999125894624026
musicbench,data_aug2,-cLzki-B06o_7.wav,E:minor,15.999125894624026
musicbench,data_aug2,-cLzki-B06o_8.wav,F#:minor,15.999125894624026
musicbench,data_aug2,-cLzki-B06o_9.wav,G:minor,15.999125894624026
musicbench,data_aug2,-cLzki-B06o_10.wav,G#:minor,15.999125894624026
musicbench,data_aug2,-cLzki-B06o_11.wav,F:minor,15.999125894624026
musicbench,data_aug2,-cQ-jUTEgck_1.wav,C:minor,11.724784001794198
musicbench,data_aug2,-cQ-jUTEgck_3.wav,C:minor,11.739784133012352
musicbench,data_aug2,-cQ-jUTEgck_4.wav,C:minor,13.22126385346512
musicbench,data_aug2,-cQ-jUTEgck_5.wav,A:minor,13.22126385346512
musicbench,data_aug2,-cQ-jUTEgck_6.wav,A#:minor,13.22126385346512
musicbench,data_aug2,-cQ-jUTEgck_7.wav,B:minor,13.22126385346512
musicbench,data_aug2,-cQ-jUTEgck_8.wav,C#:minor,13.22126385346512
musicbench,data_aug2,-cQ-jUTEgck_9.wav,D:minor,13.22126385346512
musicbench,data_aug2,-cQ-jUTEgck_10.wav,D#:minor,13.22126385346512
musicbench,data_aug2,-cQ-jUTEgck_11.wav,C:minor,13.22126385346512
musicbench,data_aug2,-f6s6kQEHFY_1.wav,A:minor,11.862002157336969
musicbench,data_aug2,-f6s6kQEHFY_2.wav,A:minor,10.579035586243792
musicbench,data_aug2,-f6s6kQEHFY_3.wav,A:minor,12.911856512342888
musicbench,data_aug2,-f6s6kQEHFY_4.wav,A:minor,15.62699182486831
musicbench,data_aug2,-f6s6kQEHFY_5.wav,F#:minor,15.62699182486831
musicbench,data_aug2,-f6s6kQEHFY_6.wav,G:minor,15.62699182486831
musicbench,data_aug2,-f6s6kQEHFY_7.wav,G#:minor,15.62699182486831
musicbench,data_aug2,-f6s6kQEHFY_8.wav,A#:minor,15.62699182486831
musicbench,data_aug2,-f6s6kQEHFY_9.wav,B:minor,15.62699182486831
musicbench,data_aug2,-f6s6kQEHFY_10.wav,C:minor,15.62699182486831
musicbench,data_aug2,-f6s6kQEHFY_11.wav,A:minor,15.62699182486831
musicbench,data_aug2,-fxh7jAJR8U_1.wav,A#:major,15.541355318915269
musicbench,data_aug2,-fxh7jAJR8U_2.wav,A#:major,13.919447078370492
musicbench,data_aug2,-fxh7jAJR8U_3.wav,A#:major,16.682269974847888
musicbench,data_aug2,-fxh7jAJR8U_4.wav,A#:major,19.274251506240248
musicbench,data_aug2,-fxh7jAJR8U_5.wav,G:major,19.274251506240248
musicbench,data_aug2,-fxh7jAJR8U_6.wav,G#:major,19.274251506240248
musicbench,data_aug2,-fxh7jAJR8U_7.wav,A:major,19.274251506240248
musicbench,data_aug2,-fxh7jAJR8U_8.wav,B:major,19.274251506240248
musicbench,data_aug2,-fxh7jAJR8U_9.wav,C:major,19.274251506240248
musicbench,data_aug2,-fxh7jAJR8U_10.wav,C#:major,19.274251506240248
musicbench,data_aug2,-fxh7jAJR8U_11.wav,A#:major,19.274251506240248
musicbench,data_aug2,-i9gpG3vPwA_1.wav,A:minor,14.684836716232198
musicbench,data_aug2,-i9gpG3vPwA_2.wav,A:minor,20.824684589221107
musicbench,data_aug2,-i9gpG3vPwA_3.wav,A:minor,13.912303293463374
musicbench,data_aug2,-i9gpG3vPwA_5.wav,F#:minor,28.37940435976218
musicbench,data_aug2,-i9gpG3vPwA_6.wav,G:minor,28.37940435976218
musicbench,data_aug2,-i9gpG3vPwA_7.wav,G#:minor,28.37940435976218
musicbench,data_aug2,-i9gpG3vPwA_8.wav,A#:minor,28.37940435976218
musicbench,data_aug2,-i9gpG3vPwA_9.wav,B:minor,28.37940435976218
musicbench,data_aug2,-i9gpG3vPwA_10.wav,C:minor,28.37940435976218
musicbench,data_aug2,-i9gpG3vPwA_11.wav,A:minor,28.37940435976218
musicbench,data_aug2,-jpbCWcz2pk_1.wav,G#:minor,15.639029135847668
musicbench,data_aug2,-jpbCWcz2pk_2.wav,G#:minor,12.839455212208064
musicbench,data_aug2,-jpbCWcz2pk_3.wav,G#:minor,14.673360459896656
musicbench,data_aug2,-jpbCWcz2pk_4.wav,G#:minor,13.01084684027414
musicbench,data_aug2,-jpbCWcz2pk_5.wav,F:minor,13.01084684027414
musicbench,data_aug2,-jpbCWcz2pk_6.wav,F#:minor,13.01084684027414
musicbench,data_aug2,-jpbCWcz2pk_7.wav,G:minor,13.01084684027414
musicbench,data_aug2,-jpbCWcz2pk_8.wav,A:minor,13.01084684027414
musicbench,data_aug2,-jpbCWcz2pk_9.wav,A#:minor,13.01084684027414
musicbench,data_aug2,-jpbCWcz2pk_10.wav,B:minor,13.01084684027414
musicbench,data_aug2,-jpbCWcz2pk_11.wav,G#:minor,13.01084684027414
musicbench,data_aug2,-oP-XX28B0s_1.wav,C#:major,13.069034242500797
musicbench,data_aug2,-oP-XX28B0s_2.wav,C#:major,14.73911979026498
musicbench,data_aug2,-oP-XX28B0s_3.wav,C#:major,16.467127554331135
musicbench,data_aug2,-oP-XX28B0s_5.wav,A#:major,18.94558904810088
musicbench,data_aug2,-oP-XX28B0s_6.wav,B:major,18.94558904810088
musicbench,data_aug2,-oP-XX28B0s_7.wav,C:major,18.94558904810088
musicbench,data_aug2,-oP-XX28B0s_8.wav,D:major,18.94558904810088
musicbench,data_aug2,-oP-XX28B0s_9.wav,D#:major,18.94558904810088
musicbench,data_aug2,-oP-XX28B0s_10.wav,E:major,18.94558904810088
musicbench,data_aug2,-oP-XX28B0s_11.wav,C#:major,18.94558904810088
musicbench,data_aug2,-r2-9oyIzkQ_1.wav,C:major,10.76995984048307
musicbench,data_aug2,-r2-9oyIzkQ_2.wav,C:major,12.185677516165018
musicbench,data_aug2,-r2-9oyIzkQ_4.wav,C:major,11.475562458321043
musicbench,data_aug2,-r2-9oyIzkQ_5.wav,A:major,11.475562458321043
musicbench,data_aug2,-r2-9oyIzkQ_6.wav,A#:major,11.475562458321043
musicbench,data_aug2,-r2-9oyIzkQ_7.wav,B:major,11.475562458321043
musicbench,data_aug2,-r2-9oyIzkQ_8.wav,C#:major,11.475562458321043
musicbench,data_aug2,-r2-9oyIzkQ_9.wav,D:major,11.475562458321043
musicbench,data_aug2,-r2-9oyIzkQ_10.wav,D#:major,11.475562458321043
musicbench,data_aug2,-r2-9oyIzkQ_11.wav,C:major,11.475562458321043
musicbench,data_aug2,-r7iz-9v9bA_1.wav,C#:minor,10.61209516324496
musicbench,data_aug2,-r7iz-9v9bA_3.wav,C#:minor,11.27612159309717
musicbench,data_aug2,-r7iz-9v9bA_4.wav,C#:minor,13.060648094964142
musicbench,data_aug2,-r7iz-9v9bA_5.wav,A#:minor,13.060648094964142
musicbench,data_aug2,-r7iz-9v9bA_6.wav,B:minor,13.060648094964142
musicbench,data_aug2,-r7iz-9v9bA_7.wav,C:minor,13.060648094964142
musicbench,data_aug2,-r7iz-9v9bA_8.wav,D:minor,13.060648094964142
musicbench,data_aug2,-r7iz-9v9bA_9.wav,D#:minor,13.060648094964142
musicbench,data_aug2,-r7iz-9v9bA_10.wav,E:minor,13.060648094964142
musicbench,data_aug2,-r7iz-9v9bA_11.wav,C#:minor,13.060648094964142
musicbench,data_aug2,-taO6N-rxv4_4.wav,D:major,11.172333950414291
musicbench,data_aug2,-taO6N-rxv4_5.wav,B:major,11.172333950414291
musicbench,data_aug2,-taO6N-rxv4_6.wav,C:major,11.172333950414291
musicbench,data_aug2,-taO6N-rxv4_7.wav,C#:major,11.172333950414291
musicbench,data_aug2,-taO6N-rxv4_8.wav,D#:major,11.172333950414291
musicbench,data_aug2,-taO6N-rxv4_9.wav,E:major,11.172333950414291
musicbench,data_aug2,-taO6N-rxv4_10.wav,F:major,11.172333950414291
musicbench,data_aug2,-taO6N-rxv4_11.wav,D:major,11.172333950414291
musicbench,data_aug2,-tpq_bzSKes_1.wav,A#:major,19.94100054202654
musicbench,data_aug2,-tpq_bzSKes_2.wav,A#:major,17.625131914495814
musicbench,data_aug2,-tpq_bzSKes_3.wav,A#:major,21.13602520383776
musicbench,data_aug2,-tpq_bzSKes_4.wav,A#:major,14.801425721277814
musicbench,data_aug2,-tpq_bzSKes_5.wav,G:major,25.16242372765206
musicbench,data_aug2,-tpq_bzSKes_6.wav,G#:major,25.16242372765206
musicbench,data_aug2,-tpq_bzSKes_7.wav,A:major,25.16242372765206
musicbench,data_aug2,-tpq_bzSKes_8.wav,B:major,25.16242372765206
musicbench,data_aug2,-tpq_bzSKes_9.wav,C:major,25.16242372765206
musicbench,data_aug2,-tpq_bzSKes_10.wav,C#:major,25.16242372765206
musicbench,data_aug2,-tpq_bzSKes_11.wav,A#:major,25.16242372765206
musicbench,data_aug2,-uaTK8sa5Ms_1.wav,A:major,24.66622222442984
musicbench,data_aug2,-uaTK8sa5Ms_2.wav,A:major,19.897039188183385
musicbench,data_aug2,-uaTK8sa5Ms_3.wav,A:major,17.245079681519982
musicbench,data_aug2,-uaTK8sa5Ms_4.wav,A:major,21.20503161569669
musicbench,data_aug2,-uaTK8sa5Ms_5.wav,F#:major,21.20503161569669
musicbench,data_aug2,-uaTK8sa5Ms_6.wav,G:major,21.20503161569669
musicbench,data_aug2,-uaTK8sa5Ms_7.wav,G#:major,21.20503161569669
musicbench,data_aug2,-uaTK8sa5Ms_8.wav,A#:major,21.20503161569669
musicbench,data_aug2,-uaTK8sa5Ms_9.wav,B:major,21.20503161569669
musicbench,data_aug2,-uaTK8sa5Ms_10.wav,C:major,21.20503161569669
musicbench,data_aug2,-uaTK8sa5Ms_11.wav,A:major,21.20503161569669
musicbench,data_aug2,-v5hgCh3M2w_2.wav,G:minor,16.641702759221552
musicbench,data_aug2,-v5hgCh3M2w_4.wav,G:minor,15.96020721496694
musicbench,data_aug2,-v5hgCh3M2w_5.wav,E:minor,15.96020721496694
musicbench,data_aug2,-v5hgCh3M2w_6.wav,F:minor,15.96020721496694
musicbench,data_aug2,-v5hgCh3M2w_7.wav,F#:minor,15.96020721496694
musicbench,data_aug2,-v5hgCh3M2w_8.wav,G#:minor,15.96020721496694
musicbench,data_aug2,-v5hgCh3M2w_9.wav,A:minor,15.96020721496694
musicbench,data_aug2,-v5hgCh3M2w_10.wav,A#:minor,15.96020721496694
musicbench,data_aug2,-v5hgCh3M2w_11.wav,G:minor,15.96020721496694
musicbench,data_aug2,-wVWjl9Kq6U_1.wav,E:major,11.412465601980612
musicbench,data_aug2,-wVWjl9Kq6U_2.wav,E:major,10.23033050838862
musicbench,data_aug2,-wVWjl9Kq6U_3.wav,E:major,11.339578870984594
musicbench,data_aug2,-zOybsEdM5E_1.wav,G:major,14.562129017717051
musicbench,data_aug2,-zOybsEdM5E_2.wav,G:major,21.990501586884896
musicbench,data_aug2,-zOybsEdM5E_3.wav,G:major,19.021321298932147
musicbench,data_aug2,-zOybsEdM5E_4.wav,G:major,21.5269297607242
musicbench,data_aug2,-zOybsEdM5E_5.wav,E:major,21.5269297607242
